"negative","erdogan","Erdogan knows that the Dec. 17 and 25 corruption operations hang like a Sword of Damocles http://www.hurriyetdailynews.com/erdogans-primary-goal-.aspx?pageID=449&nID=86994&NewsCatID=503 …"
"positive","teen wolf","it's 1am i should sleep i have school tomorrow ugh i miss teen wolf, can january pls come fast already"
"negative","apple","@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no Authorize this computer button."
"positive","warren buffet","reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio"
"neutral","starbucks","Studying history in Starbucks  So cold and nervous."
"negative","dentist","my dentist was wrong... WRONG"
"positive","twitter","Today I was introduced as BigDealDawson at #LGFW !  O #twitter and #social media I love you! Teehee xx"
"neutral","twitter","What is the difference between #twitter and #googleplus??"
"neutral","apple","#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!"
"positive","magic mike xxl","Whoever took their baby to the 7pm Friday screening of Magic Mike XXL, you're my hero."
"negative","apple","@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)"
"positive","trump","Trump also plans to be in DC tomorrow. Watch him on O'Rilley 's show tonight and was great Loved what he had 2 say https://twitter.com/ConServ5/status/641461182671417344 …"
"positive","ipod","Hey @markiplier my birthday is this coming Thursday and I don't necessarily want an Ipod but a happy birthday would suffice haha #EGGPLANT"
"negative","apple","could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous"
"negative","monsanto","DEADline Aug 5 Fight the DARK Act and Monsanto http://ow.ly/QemMn "
"negative","jeb bush","@PolitiBunny The ONE GOOD thing Trump may do in the LONG RUN is Take OUT Jeb Bush. Trump is targeting Jeb as his Main threat."
"neutral","twitter","Nite #twitter"
"negative","donald trump","He asked U Donald Trump same questions he'd asked Carly just a few days before. She could anser them. You couldn't! https://twitter.com/realDonaldTrump/status/640137467014852608 …"
"positive","google","@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung"
"positive","federer","Some outrageous shots from Federer in the tiebreak. The clean half volley return of a Djokovic 2nd serve just about the best of them."
"neutral","google","#SamsungGalaxyNexus #google #android #Face Unlock.Ice Cream Sandwich literally knows your face. http://t.co/vUyxwrxW"
"neutral","apple","@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month."
"negative","san francisco","bonjour San Francisco. My back hurts from last night.."
"negative","microsoft","RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…"
"neutral","apple","@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps."
"positive","apple","Trying to follow the #AppleEvent without an Apple product. Here's a live blog. http://techcrunch.com/2015/09/09/liveblog-apple-september-iphone-ipad-announcement-keynote/#.eex8s8:b9J6 …"
"neutral","google","How to Create your own Google Maps http://t.co/yyNzSP8J #google #maps"
"positive","jurassic park","Our final IMAX Throwback Weekend of the summer kicks off TOMORROW with special screenings of Jurassic Park. http://www.sciowa.org/imax/schedule/ "
"neutral","twitter","RT @BucBoyy: - It's So Funny Because She Got A #Twitter Now Lol."
"neutral","facebook","@egodbois  it's good to see you here as well on our facebook! Thanks for being a fan "
"negative","ipod","I have to deal with this ipod so rest in pieces my emo snowflake fuckers. Here's to our tomorrow. Thank you for living to see today."
"neutral","google","I'm not a windows phone fan, but I'm a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS."
"positive","bob marley","This SATURDAY! Live stream to Japan! Mad sounds and fashion! Rasta wear!! Big up to the late Bob Marley!"
"neutral","apple","@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!"
"positive","game of thrones","Gonna clean up my whole room, put on fresh sheets and jammies and watch Game of Thrones all day before a long day of work tomorrow"
"negative","sarah palin","Some low hanging Monday fruit: Sarah Palin says immigrants to the US should 'speak American' http://gu.com/p/4c68f?CMP=Share_iOSApp_Other …"
"neutral","google","#Google #Android #ICS #IceCreamSandwich"
"positive","g2","just got a free G2 android at google i/o!!!"
"positive","fleetwood mac","Sports programme theme tunes were a topic on the radio just now. Fleetwood Mac - The Chain for BBC F1 a classic but Ski Sunday was also good"
"negative","apple","Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable"
"neutral","apple","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps"
"positive","birthday cake","Tomorrow I get to make a Birthday Cake."
"neutral","google","#GOOGLE me if u dnt understand me Ơ̴̴͡.̮Ơ̴̴̴͡"
"negative","microsoft","Fuck #microsoft i love them to death but that red ring and no free xboxlive is killing me. #Sony all day :-\"
"negative","sarah palin","Sarah Palin being chosen as Donald Trump's running mate or chief promoter may be the last thing that could ever surprise folks!"
"positive","google","This Data Usage feature looks amazing on ICS. #android #samsung #google #GALAXYNexus"
"positive","serena","#usatoday No, Serena didn't throw the 2nd set against Venus: Forget the conspiracies -- th... http://usat.ly/1XL1iN3  #sports #sportsnews"
"negative","scotus","@LarryOConnor @GretchenCarlson U sound like the hated smartset now? Is #KimDavis the 1st to ignore unlawful ruling from SCOTUS in history?"
"positive","microsoft","We have had a great time at #TechEdAfrica thanks to all the sponsors, delegates, #Microsoft and #mimecastsa."
"neutral","twitter","Out of my 7 months of actually gettin on #Twitter. I've only been in #TwitterJail lik 3 times.... #ThugLife! They were long sentences! Lol:)"
"neutral","microsoft","#Microsoft builds a functioning 'holodesk' to interact with digital items - http://t.co/ougSB108 via @TheNextWeb"
"negative","headache","OMG my headache killing me "
"positive","beyonce","My favorite performance. Wish i did the ass smack tho. Watch Beyonce live at the 6th Annual BET Awards http://ow.ly/3yaTFb  #BeyDay"
"negative","metlife","REALLY??? why couldn't you have them open Pitt, MetLife, or Boston???? we're fighting https://twitter.com/harry_styles/status/637340063425163264 …"
"neutral","apple","Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too."
"neutral","microsoft","@ParadoxicalMike yes... our is under lock and key... we are guarded by the mighty #Microsoft.... unlike #google with it's androids"
"positive","tgif","Hello JP ladies and everyone. Hope u having a great day xx its friday yippee TGIF - bring on the weekend and enjoy xx"
"neutral","mcdonalds","No more orange drink at Mcdonalds  http://tinyurl.com/l2m3hb"
"neutral","microsoft","RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis"
"negative","apple","hey @apple do you wanna fix my fucking playlist order, you piece of shit"
"negative","curtis painter","Lmao RT @HeatherNoel13: Curtis painter looks like the kind of guy who would try to buy beer on Sunday. #scumbag"
"positive","conor mcgregor","Conor McGregor is the real deal. Stop ducking him Aldo you pussy. Today, I celebrate my half Irishness by getting pissed. Happy Sunday all!"
"neutral","microsoft","RT @HersheyTech: @tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #M ..."
"positive","taylor swift","My professor just high fived me when I let him know I'll be skipping his class tomorrow for the Taylor Swift concert"
"negative","erdogan","Good timing. We *need* you there to keep an eye on Erdogan... https://twitter.com/marklowen/status/638639190054424576 …"
"neutral","google","Hmm, Google I really need a new phone. Please release the Galaxy Nexus asap! #android #google"
"positive","federer","Tennis-Tough tests from the start for Federer, Murray: NEW YORK, Aug 30 (Reuters) - Roger Federer and Andy Mur... http://reut.rs/1VpwqzI "
"neutral","microsoft","Steve Ballmer slams Android #microsoft #steveballmer http://t.co/wfSSexks"
"negative","windows 10","#money Windows 10's Real Cost Is To Pirated Software And Games: Microsoft may be about ... http://onforb.es/1IXKlaJ  http://goo.gl/LbjzKg "
"positive","david beckham","David Beckham: Soccer legend celebrates 16th wedding anniversary by getting: A number that marks one of the mo... http://bit.ly/1LBqDoH "
"neutral","daily zap","Daily Zap OKC vs SAN June 2nd 2012: Daily Zap OKC vs SAN June 2nd 2012 Check tonight's e... http://adf.ly/9I41H  Wait 5s,pressSKIP AD"
"negative","snoop dogg","Universal should just make a feature focused on 2pac. No sequel or relation to Straight Outta Compton, or Snoop Dogg https://twitter.com/cinemablend/status/635653265988952064 …"
"positive","conor mcgregor","Conor McGregor vs Frankie Edgar may be even better than tonight's fight"
"neutral","denzel","@_JustAnother1 smh I'm just waiting on the black ppl to cuss me out tomorrow about Denzel lol NIGGAS!!!"
"neutral","dallas","Win or lose I think most Dallas fans would agree it's just great to play in games as big as this one tonight again after yrs of mediocrity."
"positive","minecraft","Let me know which games u want me to stream? KZ Sf, COD Ghosts or AW, I am Bread, Minecraft, Devil may cry, DCUO, Warframe? #PlayStation"
"positive","disneyland","Am catching a cold, leaving to Disneyland on the 9th"
"negative","rick perry","May be Rick Perry wishes he would have answered question he was asked 5 times in 24 hours on fox what would u do with 11 million illegals?"
"negative","cavs","yo f*ck this game! CAVS done pissed me off for the night. finna write some music and go get intoxicated at the club "
"negative","amazon","My Amazon package was supposed to be delivered today by 8pm. Guess that means I'll get it tomorrow before 8pm?"
"neutral","twitter","Got to do it!RT @ElderMLTillerJr: I am cracking up at @BishopWSThomas advertising for #Twitter LOL"
"neutral","twitter","THANX ! @DesertBeacon @oldivory @bennettgina @yywhy #TWITTER Love and early #FF in case i cant see ! KEEP IT GOING ! #P2"
"negative","sarah palin","Best part about following Sarah Palin on twitter is, no matter how much you double check, you always think it may be a parody account..."
"positive","grateful dead","I love the Grateful Dead. I do not love weed. Just making sure you all know this. https://twitter.com/ChrisNi15810094/status/640783454452477952 …"
"neutral","microsoft","#Microsoft is working with local Thai partner to show how to apply a location-based IT system to address flood crisis (Bangkok Post)"
"neutral","twitter","@Slater_Boy Needs to take his ass to sleep... Its grown folks hour on #twitter"
"negative","netflix","Why would Netflix decide there's a fucking audio problem 3 episodes I'm man c'mon! You wouldn't take the spoon from the fiend would you"
"positive","galaxy note","So @johnlegere says the Galaxy Note 5 and S6 edge+ T-Mobile release is tomorrow, instead! http://www.slashgear.com/galaxy-note-5-and-s6-edge-t-mobile-release-bumped-up-to-tomorrow-17397869/ … pic.twitter.com/zXKZ98qXog"
"positive","pride parade","Are you joining us for the Pride Parade on Sun Sept 6? Starts at noon! http://ow.ly/RHQgW "
"neutral","apple","POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ..."
"positive","eric church","Take me back to Friday night to the Eric church concert"
"neutral","twitter","Shout out to my man @swaggination for reaching 1000 tweets #twitterswag #twitterdeity #twittermilestone #twitter #twitter #tweets"
"negative","monsanto","Why in the name of Monsanto am I sitting @ home on Saturday night trolling for used RVs on Craigslist..oh yeah, I have no date. #FuckAllYall"
"positive","google","#google #galaxynexus #icecream great"
"positive","brit awards","OMG!!! Ramin and Sierra performing Phantom of the opera at the classical brit awards televised on sunday ITV at 10.30pm!!!! :D"
"neutral","apple","Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve"
"neutral","apple","Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple"
"neutral","microsoft","Amazing that at #microsoft #TechEdAfrica everyone is running iOS phones !"
"negative","microsoft","If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble"
"neutral","twitter","Boaa noite #twitter *-*"
"positive","harry potter","Heyy<3 So as tomorrow's the first day of school...bye I had a good life. -.- :D #jk Sleep well and dream about Harry Potter like I will:D <3"
"negative","david cameron","Shame on you David Cameron for not opening Britain's doors to refugees. People may not like it but it is your job to persuade them."
"positive","jay-z","May the best of your today be the worse off your tomorrow - Jay-Z"
"negative","donald trump","Prayer Requests From Sunday Mass: God, please allow Donald Trump to win the presidency, so that I will not be going to hell alone"
"neutral","apple","👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple"
"negative","lebron","Kobe is the best in the world not lebron ."
"negative","twitter","#Twitter are you freaking kidding me #wth... http://t.co/zKn2bu5R"
"positive","beyonce","#BeyDay fun fact: Beyonce swept the hair off the floor of her mother's salon for her 1st job. #HumbleBeginnings"
"negative","at&t","@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal"
"neutral","microsoft","Tomorrow at #SAPTechEd Bangalore: #SAP & #Microsoft Building Apps for Both Worlds w #DuetEnterprise & #SAPGateway. http://t.co/te4NQmxN"
"negative","google","Android ice-cream sandwich's Face Unlock fails to perform recognition when demo'ed on stage :D#google #Nexus http://t.co/CSAeFRHc"
"neutral","twitter","Waz Sup #Twitter"
"negative","magic mike xxl","B texted me and told me that she & her mom went to see Magic Mike XXL (she loved the 1st one) and she hated it."
"positive","juventus","Scirea: leader, champion, gentleman. Juventus celebrates the life of a true great on the 26th anniversary of his... http://fb.me/wFqPOFUv "
"neutral","apple","RT @Apple Yea, our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self."
"neutral","microsoft","Check out our newly revamped Testimonials page for more information on how #Microsoft #Dynamics #CRM can work fo... http://t.co/nnvy8NP2"
"neutral","google","The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43"
"positive","jurassic world","Depending on what you thought of Jurassic World, you may or may not like this Kong: Skull Island news http://tinyurl.com/p8yfqcq "
"neutral","lakers","@HollywoodHansM lol like how gud kobe iz!! lol and its gunn be the lakers &amp; cavs in the finals "
"neutral","microsoft","#Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename “Concero” http://t.co/TSYXWdKh  #Cloud"
"positive","harry potter","in the mood to watch all the Harry Potter's for the 3rd time in 2 months"
"negative","ihop","Putting in my 2 weeks at IHOP tomorrow but probably gonna get fired for it bc my manager is insane. Oh well."
"positive","galaxy note","Are you ready? Samsung's Galaxy Note offiically available August 21st! http://buff.ly/1DSR5aH "
"positive","netflix","Woooohooo. Netflix coming to Singapore. Finally..I live in a country part of the 21st digital convenience revolution http://www.engadget.com/2015/09/09/netflix-is-coming-to-singapore-hong-kong-taiwan-and-south-kore/ …"
"negative","microsoft","RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ..."
"neutral","microsoft","When are they going to drop the charade and list Steve Ballmer as one of the producers of Hawaii Five-O? #productplacement #microsoft #ftl"
"positive","star wars","Star Wars to come to UK a day early - so its countdown from 100 days today! https://twitter.com/StarWars_VII/status/641222151153020928 …"
"positive","apple","Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp"
"negative","twitter","Anyone in #twitter land know if retweets are broken? Haven't seen any since Tuesday."
"negative","labor day","Only just realizing it's fucking Tuesday. Labor Day, you have messed up my streaming schedule! >:O"
"positive","digi","Yes um sunsation, OMG, digifest, bedtime stories, and I'm going to digi again September 5 https://twitter.com/just50questions/status/616481341069103104 …"
"negative","apple","#appleupdates2 success stories- iPhone & iPad 2.Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time @apple#Replaceit!"
"positive","beyonce","SUN UPDATE: UFC 191, Beyonce with Ronda Rousey, Jimmy Snuka, TUF, New WWE stable, CHIKARA King of Trios http://dlvr.it/C4bVhf "
"positive","ted 2","Sequels are rarely as good as the 1st. Ted 2 was a great and better than the original. Well done @SethMacFarlane"
"neutral","google","Ha! The demo fail is still resonating.. Kinda funny, but on a global scale. Cool feature, though! #android #google #galaxynexus"
"negative","microsoft","#microsoft #careers site is giving errors for any thing i search!! #weirdhttp://t.co/vJ2JpKtM http://t.co/02dYONXz"
"positive","ted 2","Stuffed myself with a yummy spag bol from @ASKItalian then founded the night off by watching Ted 2 at @cineworld. Back to the gym tomorrow!"
"positive","michael jackson","Rock Calendar 9-7-01: Performing on stage for first time in 11 years, Michael Jackson is reunited with Jackson 5 at The 30th Anniv. Celeb."
"negative","cundiff","If Cundiff would've made the Field Goal Sunday, I could've been eatin' a free 6in sub at Subway for lunch!"
"neutral","google","RT @pretty_browniee: #oomf gone get it next week i promise! Man you better #Google tht!!!"
"positive","taylor swift","somebody take me to the taylor swift concert on wednesday"
"neutral","youtube","Just had a horrible message left on one of my YouTube videos, just when I was starting to feel better "
"negative","apple","why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple"
"neutral","microsoft","Why do Linux fanatics want to make Windows 8 less secure? http://t.co/OGkaYZO7 #linux #microsoft"
"negative","windows 10","BEWARE - if you do not have to upgrade to Windows 10 you may want to think twice before you do. We would warn you... http://fb.me/3Q7KS6PRD "
"positive","madonna","On September 3 2009, Madonna's Sticky And Sweet world tour was named the highest-grossing for a solo artist ever.... http://fb.me/2olTzGqVX "
"neutral","microsoft","RT @neon_ness: Yahoo Profit Drops 26 Per Cent! http://t.co/Jd3X8SGM #yahoo #microsoft"
"neutral","google","#Google to begin defaulting logged-in #users to #secure #search: According to a blog post by… http://t.co/64Cj3GuH"
"negative","apple","Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon"
"positive","amazon prime","The new episode will be up on Friday but you can prepare by watching @Madonna dry her pits for free on Amazon Prime. pic.twitter.com/PqzgM739gp"
"neutral","google","Demo crime for #google dude in white suit. Face recognition for unlocking doesn't work if you wear make up apparently :-)"
"neutral","microsoft","RT @KentisG: Agree ! RT @MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise soluti… (cont) http ..."
"positive","taylor swift","Taylor Swift is Coming Toronto,ON October 2nd and 3rd at Rogers Centre Get your Tickets Now!! Will you be in... http://stylequapro.blogspot.com/2015/09/taylor-swift-is-coming-to-your-town.html?spref=tw …"
"positive","bob marley","It's a Bob Marley morning! I may or may not have been dancing up and down the hall to the copier. ;)"
"negative","fever","GAH!  I hate it when my children get a fever in the summer   stupid bugs!  STUPID WEATHER!!!"
"positive","tgif","TGIF and welcome to the weekend! Celebrate your first weekend at school with a Pep Rally tonight and a tailgate tomorrow! #ChargeUp"
"neutral","microsoft","Are you going to #RSNA? Visit #Microsoft at booth 1411 http://t.co/wdHFz7hp #RSNA2011 #RSNA11 #radiology #Amalga #HealthVault"
"positive","joe biden","Joe Biden and Debbie Wasserman Schultz gush with praise for each other - Sun Sentinel http://ift.tt/1Qep7YT "
"negative","cancer","i thought paulo was tomorrow  BUT i did have a grand day in ayr. now i have 3rd degree burns and most likely skin cancer."
"positive","chelsea","Binary's Women Crush Wednesdays are Chelsea & Shannon! Come see their new works live at the prism TOMORROW! #wcw <3 http://fb.me/1oYbqJZAu "
"negative","gm","sad day...bankrupt GM"
"positive","amazon prime","2 days until #HandofGod arrives on Amazon Prime. We'll have a review for you tomorrow. Until then, here's a trailer: https://youtu.be/R5AMKHU5Z3M "
"negative","monsanto","By Nick Meyer in March Against Monsanto - As United States citizens battle legislation like the DARK Act (HR... http://fb.me/7FeHwzcAp "
"negative","microsoft","I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsoft #Xbox #Fail"
"negative","arsenal","Arsene Wenger admits Arsenal must be more realistic about their Premier League title chances after losing 2-1 at Swansea City on Sunday."
"neutral","google","http://t.co/Pl4ZeEvH - Android 4.0 SDK now available #google #android http://t.co/sVlrVxTR"
"negative","rick perry","Rick Perry has stopped paying staff & rumors of Rand Paul implosion are everywhere. Are these the 1st 2 out?"
"negative","erdogan","Award winning @yavuzbaydar is accused of insulting Erdogan he may face up to 5.5 years in prison. Shame on #Turkey https://twitter.com/todayszamancom/status/640165493870084096 …"
"negative","apple","The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?"
"positive","minecraft","Rugid_azz and MaribolHD the two new followers. Thanks for coming hope you guys come back tomorrow for Minecraft with the boys. Lots of fun."
"negative","planned parenthood","Love my @NRO, but 1st item under The Week in 8/24 issue about Planned Parenthood scandal was beneath you. I expect a little more, friends."
"positive","grateful dead","Waking up to Grateful Dead playing throughout the house. Happy Friday indeed."
"neutral","twitter","Getting some blank rows in my #Twitter feed on the website. Are you?"
"neutral","twitter","Ain't really been on all day! Suppppp #Twitter"
"negative","apple","Could we find out today just why Apple spent $3b for Dr. Dre's Beats? Inquiring minds want to know. https://twitter.com/reuters/status/641568670746058752 …"
"positive","ihop","Can someone take me to IHOP tomorrow morning. I will greatly appreciate it."
"neutral","apple","@apple store NY"
"negative","north korea","Damn you North Korea. http://bit.ly/KtMeQ"
"neutral","google","RT @fucktec: #Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/RajAK9P2"
"neutral","twitter","Get your #Twitter #marketing #campaigns built by an #SEO expert: http://t.co/7FttDde4"
"negative","twitter","RT @mixedchik22: #Twitter.... Side Affects include: Procrastination, No Sleep, Unable to Focus on ANYTHING, Subtweeting, RT, TT, and Low ..."
"negative","obama","@mmeans68 I spoke with Trumps campaign today. I told them colleges.Thats how Obama won &Carson moving up.got email Iowa st sat. I said bring"
"neutral","twitter","AND HOW EVERYTIME I #GAIN A #FOLLOWER IT SAY I #LOSE ONE? #FUCKINUP #TWITTER VERY HEAVILY......#PROMOALLDAY #TMW #FOLLOWLIMITISGAY #STEPITUP"
"positive","beyonce","I had to take Friday off...it's a holiday..it's Beyonce's birthday duhhh"
"neutral","denzel","That movie Flight with Denzel looks really good! May have to go check it out"
"neutral","twitter","M'kiite #twitter Off"
"positive","apple watch","You may be tempted to swim with this new waterproof Apple Watch case http://sh.st/st/27b221792aa0ac67e950a69592b6bac1/https://www.google.com/url?rct=j&sa=t&url=http://www.cultofmac.com/385085/you-may-be-tempted-to-swim-with-this-new-waterproof-case-for-apple-watch/&ct=ga&cd=CAIyGjYwYmI2ZjUxN2Q3ODYxZGI6Y29tOmVuOlVT&usg=AFQjCNEsYcWfypTbEs2FpgRkVUaMwwh_4w … #apple"
"negative","erdogan","To Erdogan, the prospect of an independent Kurdish state is more frightening than rampaging Islamists. #pkk #ISIS http://www.unz.com/pcockburn/turkey-kurdish-conflict-obamas-deal-with-ankara-is-a-betrayal-of-syrian-kurds-and-may-not-even-weaken-isis/ …"
"negative","planned parenthood","Ted Cruz pledges DOJ will open investigation of Planned Parenthood on 1st day in office http://Live365.com/play/waynedupreeshow …"
"negative","car warranty call","Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys."
"negative","hillary","Hillary can take her phony apology and shove it where the sun doesn't shine. She is only sorry she was caught it's all about power."
"neutral","twitter","Trying to identify a #constantcontact expert - anyone on #twitter?"
"positive","tom cruise","Can't wait for The Edge of the Day After Tomorrow, where Tom Cruise gets cold over and over again until he brings down the oil companies."
"positive","michelle obama","Michelle Obama to 1st gen college students on education: This should be the cool thing to do in life. http://blogs.edweek.org/edweek/college_bound/2015/07/white_house_event_pushes_first-gen_college_students_to_persevere.html …"
"positive","t-mobile","I think i might just walk to t-mobile in get my phone tomorrow dont have no time to wait for my mom"
"negative","apple","I'm givin' this stupid @apple reserve system 2days… If I cant get reservation, I'll never buy any Apple products… (yup I hate contracts)"
"positive","eric church","No doubt my mom will either faint or take her top off when she meets Eric Church tomorrow"
"positive","kerry","Tomorrow in #BurgessHill Bring your testers down to CEF, RH15 9TT for a Calibration day with Kerry. Competitive prices and same day service"
